Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa],NO,NO2,NOx,O3,PM10_conc,PM10-2.5_conc,PM2.5_conc,Air_Temperature,Relative_Humidity
2020-05-06 12:00:00,18.149162658774202,24.56753853742755,5.14954988284622,6.393760019731164,6.821469971636454,61.041223332100145,1.423843465038846,418.7666407695154,1.4199023454186708,99265.00443951163,1.5214999999999999,3.2555,4.7775,38.81,14.174500000000002,10.2335,3.9395000000000002,12.1165,29.1985
2020-05-06 15:00:00,21.946500000000004,19.13050000000001,1.2735185185185192,2.0953703703703703,2.2940740740740746,52.67674074074075,1.4243284185185185,137.6602037037037,1.4219981685185186,99146.83814814815,1.5456666666666667,3.924000000000001,5.472999999999999,40.52466666666667,16.07166666666667,11.776333333333335,4.292,12.503,27.429666666666666
2020-05-06 18:00:00,16.114351851851847,23.103055555555557,1.8138888888888882,2.737777777777777,2.967962962962963,52.12966666666668,1.4238751629629631,88.06111111111112,1.4220650277777775,99165.17870370374,1.4493333333333336,7.31,8.586333333333332,37.52,16.953333333333333,12.431,4.526666666666666,11.368666666666668,27.824
2020-05-06 21:00:00,11.595499999999996,26.795481481481488,0.7155555555555555,1.2620370370370373,1.4068518518518516,50.12451851851851,1.4235963462962962,67.99612962962965,1.4220245555555557,99232.28407407405,0.42133333333333334,4.503333333333334,4.969666666666668,35.328333333333326,9.03,5.742,3.2886666666666664,8.400666666666666,29.792333333333332
2020-05-07 00:00:00,9.611277777777774,31.528685185185186,4.110925925925928,5.190555555555555,5.582037037037037,50.09322222222221,1.4234992962962965,65.91988888888888,1.4219948740740742,99116.49277777778,0.37333333333333335,7.564,7.937,30.056,8.662333333333333,4.9736666666666665,3.689666666666666,6.681,34.929333333333325
2020-05-07 03:00:00,8.16631481481481,33.07192592592593,6.22296296296296,8.163703703703705,8.433888888888893,50.51748148148149,1.4234217444444444,66.34474074074075,1.421962529629629,99012.19907407409,0.6993333333333333,11.680333333333332,12.584000000000001,25.259,8.444,4.921666666666666,3.518666666666667,5.196000000000001,36.994
2020-05-07 06:00:00,12.363254810676603,28.290035588661286,2.5019646182495356,3.546425615559692,3.800894889302713,50.637967308090204,1.4236494013863024,64.26646213531968,1.4220867327332918,98961.45058245398,1.5723333333333331,9.254333333333333,10.826666666666666,30.296666666666663,16.41133333333333,12.435333333333332,3.9743333333333335,8.049666666666667,33.50366666666667
2020-05-07 09:00:00,18.943703703703708,23.740037037037037,1.2064814814814813,1.9616666666666653,2.1264814814814827,53.748074074074076,1.4240648925925923,71.72537037037034,1.4223080685185188,98826.70425925926,1.1376666666666666,3.366,4.516333333333334,39.89566666666667,13.127333333333333,9.266333333333334,3.859,12.009,31.938000000000002
2020-05-07 12:00:00,16.063277777777778,38.170296296296286,2.5131481481481472,3.613703703703704,3.821481481481482,50.71629629629632,1.423908622222222,66.2066296296296,1.4222176462962963,98776.0251851852,1.2336666666666667,3.559333333333333,4.712666666666667,37.13666666666666,14.520333333333333,10.086333333333334,4.434,9.059,55.74066666666667
2020-05-07 15:00:00,13.932481481481489,43.155648148148146,1.891481481481481,2.818148148148149,2.987037037037035,40.405092592592574,1.4239605981481482,61.05720370370371,1.422161172222222,98818.9338888889,1.0883333333333334,2.4563333333333337,3.5346666666666664,36.717666666666666,7.585999999999999,3.878,3.707333333333333,8.236333333333333,58.46
2020-05-07 18:00:00,12.099296296296293,33.685481481481474,4.546111111111111,5.899814814814815,6.185555555555556,49.023888888888905,1.423655618518519,48.14894444444445,1.4221789629629633,98917.40240740741,0.43366666666666664,2.0836666666666663,2.517333333333333,36.01499999999999,7.453666666666667,3.8320000000000003,3.6253333333333337,7.772333333333335,41.797666666666665
2020-05-07 21:00:00,7.511851851851854,43.369870370370386,4.548703703703705,5.9987037037037005,6.446851851851851,46.25081481481482,1.4234745055555553,62.35062962962962,1.421976225925926,99087.41185185185,0.4326666666666667,5.427333333333333,5.857333333333333,29.29733333333333,8.336333333333334,4.44,3.8943333333333334,3.856,53.62433333333333
2020-05-08 00:00:00,5.457907407407408,43.55500000000001,1.2981481481481478,2.1485185185185185,2.351481481481481,44.76107407407408,1.423404007407407,65.41162962962962,1.4219131962962959,99122.23648148145,0.3980000000000001,6.244333333333333,6.641666666666667,28.393,6.274333333333334,3.029,3.2470000000000003,1.8093333333333332,53.330999999999996
2020-05-08 03:00:00,3.718351851851852,47.73794444444445,2.5161111111111105,3.4459259259259265,3.7738888888888886,45.47318518518517,1.4233067148148149,65.47950000000002,1.421878333333333,99077.38166666665,0.6786666666666666,4.377,4.969333333333333,28.76066666666667,4.771333333333334,2.532666666666666,2.236333333333333,-0.11833333333333333,60.418
2020-05-08 06:00:00,5.8330925925925925,37.77170370370371,0.736481481481483,1.1522222222222225,1.2731481481481477,43.619555555555564,1.423443248148148,66.69929629629632,1.4219108370370364,99086.57537037037,1.509666666666667,3.1333333333333333,4.6930000000000005,28.70266666666667,5.813,4.042666666666666,1.7673333333333334,0.7853333333333333,48.89166666666667
2020-05-08 09:00:00,12.17116666666667,23.491425925925927,0.45222222222222225,0.5757407407407399,0.6553703703703708,45.974814814814806,1.4237240055555558,56.04640740740741,1.422129451851852,99055.73203703703,1.4289999999999996,1.811333333333333,3.218,29.24533333333333,6.735333333333333,5.292,1.4436666666666664,4.583666666666667,32.88933333333333
