Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa],NO,NO2,NOx,O3,PM10_conc,PM10-2.5_conc,PM2.5_conc,Air_Temperature,Relative_Humidity
2020-05-06,16.24104553119728,23.562765598650913,1.2372681281618916,2.1984822934232704,2.489038785834737,51.630370994941025,1.4262956053962885,147.38377740303545,1.4165263237774017,99223.08111298473,1.2083636363636363,4.883909090909091,6.058363636363636,37.97627272727273,14.046727272727274,10.028636363636364,4.018272727272726,11.004545454545454,28.503181818181815
2020-05-07,12.020062499999987,35.003263888888824,6.634722222222219,8.637986111111122,9.113333333333335,51.29543750000005,1.4260575791666652,81.62964583333323,1.4168364006944465,98972.10826388863,0.8713750000000001,5.673916666666667,6.560750000000001,33.08425,10.567666666666666,6.729166666666664,3.8378333333333328,7.6074166666666665,43.37345833333334
2020-05-08,7.524520833333339,32.89607638888887,3.6320833333333242,4.641041666666656,5.107569444444451,50.0838333333333,1.4258517666666675,82.7341666666667,1.4166658569444455,99121.08090277766,0.9677083333333337,2.851708333333333,3.8098333333333336,28.812375,7.055583333333335,5.022916666666667,2.0322083333333336,2.1845,42.51666666666667
2020-05-09,6.000555555555554,42.24350000000007,5.010208333333333,6.13312500000001,6.54888888888891,51.44777083333335,1.4257521708333327,82.77722222222214,1.416621027083333,99432.96111111112,0.9282916666666665,3.7477500000000004,4.698375,28.498249999999995,5.556166666666666,3.5886666666666667,1.9682083333333331,0.8187916666666668,55.44104166666667
2020-05-10,8.814972222222224,46.75337499999996,5.207291666666664,7.36215277777777,7.844861111111114,55.15714583333332,1.425801724305556,86.56819444444444,1.4166694312500023,99503.74583333323,0.7490416666666668,5.578541666666666,6.318666666666668,32.87391666666667,7.317249999999999,3.0881249999999993,4.228583333333333,4.102333333333333,61.88254166666667
2020-05-11,8.490340277777765,51.63745138888898,6.280069444444439,8.272430555555538,8.985624999999995,52.50130555555557,1.4258459923611144,101.46629861111123,1.4165537972222224,99438.84062500004,1.8076666666666668,4.4208750000000006,6.221583333333334,24.602500000000003,6.745874999999999,2.9792083333333337,3.7664583333333344,3.7609583333333316,67.14870833333332
2020-05-12,8.798784722222223,37.12234027777775,6.561874999999999,8.900624999999998,9.82833333333333,54.01379861111101,1.4258361909722226,93.49820833333332,1.4166325062500003,99987.4048611114,1.3880416666666664,6.672708333333335,8.097333333333333,29.39695833333334,10.218708333333334,5.911625,4.307708333333333,3.6797916666666666,47.978500000000004
2020-05-13,12.848409722222204,31.200430555555563,5.151874999999995,7.737430555555566,8.447083333333328,53.41691666666668,1.4260917201388879,87.75261805555554,1.4168691430555547,100599.3722916666,1.8196249999999996,8.952166666666667,10.74125,33.82425,13.909958333333334,8.550166666666668,5.360625,7.260333333333334,39.49916666666667
2020-05-14,11.422749999999999,45.93669444444436,10.25145833333333,16.213402777777755,17.608749999999965,54.99382638888889,1.425931093750001,79.54276388888883,1.4168058013888922,100018.77722222217,4.606916666666667,20.821916666666667,25.513791666666666,23.91654166666667,21.351125,11.823375000000004,9.530208333333336,7.19125,58.13383333333332
2020-05-15,15.081034722222274,66.48644444444446,13.470277777777861,24.292916666666574,30.189583333333157,55.45095833333344,1.4261313027777818,115.35229861111159,1.4166971680555598,99179.69777777836,7.662333333333333,17.812833333333337,25.456750000000003,16.706708333333335,44.01045833333333,25.668291666666665,18.34091666666667,11.188541666666666,85.62529166666667
2020-05-16,17.05170861568249,53.779225556631296,4.947773475314624,7.464085188770555,7.836495643756046,53.174636979670815,1.4263205251694124,107.22467086156827,1.4168828107454,100087.6313649568,0.744541666666667,4.714458333333333,5.432874999999999,31.337083333333336,9.591083333333335,3.707666666666666,5.8832916666666675,12.310458333333331,68.81262500000001
2020-05-17,16.562569444444456,48.31602777777773,5.038194444444449,7.609236111111113,8.047222222222226,53.63827777777779,1.4262726430555523,90.77093749999996,1.416973995138889,100273.47854166658,1.33175,7.9805833333333345,9.411958333333333,31.39229166666667,10.592583333333334,4.6714166666666666,5.921875,12.23145833333333,62.79383333333334
2020-05-18,15.12606944444444,67.14309027777757,4.475138888888894,6.420138888888882,6.7510416666666675,59.45688194444447,1.4260424486111098,110.60699305555553,1.4167251923611137,100054.61527777767,1.4387083333333335,6.768125,8.381958333333333,35.58804166666667,8.049416666666668,3.2498333333333336,4.799708333333333,12.272125,81.10745833333333
2020-05-19,18.210986111111087,31.835513888888894,2.1593750000000007,3.364999999999997,3.665277777777777,56.60758333333335,1.4263143048611113,98.31607638888872,1.4170029541666647,100316.65173611107,2.119375,8.07575,10.210708333333333,37.94275,11.152041666666667,6.767208333333333,4.385083333333334,14.702583333333335,37.82766666666666
2020-05-20,20.0313333333333,32.47006944444437,2.48986111111111,3.825902777777787,4.205486111111116,53.146673611111105,1.4265189166666665,83.07917361111113,1.4172353763888879,100672.93916666653,2.207833333333333,8.788083333333333,11.040875,39.15270833333333,13.82775,8.9245,4.903166666666667,14.897458333333331,41.59666666666667
2020-05-21,19.718041666666675,27.894243055555574,2.8529166666666685,4.192361111111117,4.58944444444444,53.40968055555552,1.4265103347222223,80.6758055555556,1.4172579152777771,100430.94937500001,3.2807500000000007,16.161541666666665,19.440583333333333,36.488708333333335,13.19,8.571124999999997,4.618916666666667,13.93725,34.37583333333333
